folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Rae Sremmurd - Swang,143.5546875,0.0537138120749594,532,1571.253257815081,0.3,0.6,0.22228992,-150.62614,122.68551,-1.5255787,16.041498,8.351355,0.6780301,4.801067,1.174177,-2.0911999,6.3017917,15.705463308796466,18.663642105392697,19.364940573423773,44.32454248000987,-0.046917159395064204,0.0438149222782497,-0.03429807271138918,0.008900231709934396,0.031727376238615525,-0.004413198402614286,0.4352815,0.40557417,0.5431842,0.542989,0.40514377,0.38289508,0.38225165,0.48052242,0.4443106,0.44392526,0.47143757,0.38054952
Rag'n'Bone Man - Human,143.5546875,0.07754795075357729,478,1716.3241620076492,0.3,0.6,0.24886234,-87.09801,120.31222,-7.749312,16.977165,7.130928,2.8907502,-5.502638,11.821709,-7.872052,0.36514115,15.632618988146318,17.487729565956485,18.15889835717739,44.58856298506544,0.020044934813199064,-0.05853997034213645,0.04732140645288881,-0.05857103750856392,-0.01185406027775231,-0.016796043589331053,0.3906726,0.42593282,0.3596158,0.35950205,0.3585248,0.45954466,0.3333409,0.2991988,0.37951124,0.41346785,0.5896859,0.42875442
"Rauw Alejandro, Chencho Corleone-Desesperados",184.5703125,0.07953513861898194,644,2008.0512021432942,0.4,0.5,0.28695086,-81.67545,95.85131,-5.7373114,13.779745,2.7280097,-1.3784761,2.8286316,1.1686665,-8.255843,4.7637353,17.473071152214597,20.493419702483656,21.832113056134023,43.9850771769115,-0.011247739530013031,-0.13302621892143418,-0.05918451401007103,0.06318739984710414,0.01965797979784387,-0.014324867309850184,0.29220855,0.3812897,0.26435304,0.3890666,0.42321187,0.23220114,0.25762644,0.27835113,0.45059496,0.32143056,0.2778899,0.33195484
Rauw Alejandro-Todo De Ti,129.19921875,0.06307761013978819,361,1666.2072046306614,0.3,0.6,0.25364357,-107.88132,116.03844,-0.017833466,15.666396,4.442669,2.984943,5.9300113,1.1859852,-10.547706,7.5283356,16.6305755773705,19.854403704080084,20.296231226589803,43.98799161831452,-0.10191001140645746,-0.04846217343981458,0.008954838024245916,-0.05504977065015363,0.005893145827609437,-0.01111944338947733,0.36334154,0.39089742,0.3221096,0.36013356,0.27495623,0.39209074,0.36262447,0.2554336,0.35518926,0.33265564,0.5320484,0.4119361
Reddish Blu - when i get too sad,129.19921875,0.056076602313366114,310,1765.570646745765,0.2,0.3,0.13004024,-256.44992,84.46893,33.322582,47.548546,8.806842,8.484154,7.705804,-4.2864065,13.061881,0.1347753,20.082840527568838,23.7120626520388,26.705500243587228,44.49003027264882,-0.05980060745772669,0.05616572850991201,0.09999981010846172,-0.16733071687608414,-0.08020655157341675,-0.001477469963878795,0.2726237,0.2846765,0.4016606,0.37490177,0.3636681,0.53615206,0.42385086,0.29011002,0.32009327,0.2942199,0.36383998,0.36719495
Regard-Ride It,117.45383522727273,0.07649999419000991,415,2188.511711807894,0.2,0.7,0.25158158,-95.43624,87.07116,18.287613,24.51338,7.655751,15.117379,-5.1435337,7.6695957,0.8612666,2.4069445,15.164296427232166,17.15342925054083,17.06061651814596,39.23793816373039,-0.0121683392094419,0.03473712110427448,-0.015462775667760088,0.020807863897069106,-0.01050850121276299,-0.009910588550053992,0.41416752,0.38146847,0.44875932,0.38500914,0.36725518,0.41741273,0.38764262,0.45915622,0.46970832,0.5644195,0.55601937,0.42900428
"Rema, Selena Gomez-Calm Down with Selena Gomez",143.5546875,0.06734100986826158,553,1889.2541928022597,0.3,0.5,0.285098,-76.100006,114.45245,12.88176,10.635575,1.9600537,4.3820367,-5.5382113,-2.2744927,-7.9463706,2.9555104,17.541276838717422,20.873041647476427,20.2279320471486,42.149826539299376,-0.012030341388593428,-0.08724577027161963,0.07362866312720852,0.008901831080650494,-0.016635633405214997,-0.016395875844487817,0.35887405,0.32466164,0.27815917,0.47657087,0.28306895,0.25498235,0.31646752,0.29354477,0.39006406,0.2979408,0.5013611,0.5656516
Rihanna - Love On The Brain,172.265625,0.07545709239271275,626,1860.824763144533,0.3,0.5,0.2933451,-59.41417,113.88546,-2.1012037,24.070957,17.091522,-1.1183438,9.819502,1.0878555,9.108631,6.4426255,15.333977234718054,18.641818628445364,21.208493804092853,41.72398417643961,0.19397290780920037,0.06020182955025597,0.0333423285843893,0.004536360339210712,0.029084499417053846,-0.018549755613860772,0.2395101,0.25711188,0.37959844,0.3588771,0.43068546,0.34724736,0.3533687,0.40535456,0.3586158,0.43850607,0.33198604,0.32985178
Rihanna - Needed Me,112.34714673913044,0.07830615637334051,328,2072.943486959806,0.1,0.4,0.14377467,-190.95993,82.787704,0.42965084,21.241795,4.6795025,3.8784127,10.329625,-0.9039702,5.2636786,4.398356,16.755744650200356,20.924244053643744,20.98021299469306,42.19503681155842,-0.07927774325161825,0.08228565977154578,0.11919166316891917,-0.035921379229867705,0.02448503470987491,0.018739430016460754,0.51670915,0.40467235,0.45287842,0.37302893,0.3667587,0.407606,0.354117,0.43713522,0.35575685,0.37192345,0.45846957,0.4404799
Rihanna - Work,184.5703125,0.06992551963509713,1365,1816.6854290931522,0.2,0.4,0.15917179,-175.2548,97.24258,9.863704,21.817034,10.8740015,6.9106026,1.8083054,3.0705872,3.8917406,9.726231,17.25185705733172,20.717485621203572,21.481127838887698,41.9111526384278,-0.024565073318170295,-0.09696595729421603,-0.04149848504751638,0.023888865070263252,0.030745965489795204,-0.004703768428536117,0.294479,0.4021112,0.34405634,0.3935043,0.38655388,0.35921207,0.44592944,0.3392899,0.33615682,0.25285092,0.3062235,0.34333876
Rina Sawayama - Cyber Stockholm Syndrome,135.99917763157896,0.09908014901439299,415,2252.463608485837,0.0,0.1,0.00014601587,-311.93878,93.45067,9.4163,13.004653,-9.410015,-0.85650957,2.8597841,-3.5290387,-3.2098923,9.204102,15.369597098785823,18.51922633051182,21.12857408745028,39.83750561401065,-0.041647132145872984,0.15186589493284533,0.020514848145695517,0.00966588134351299,0.012927166930129401,0.002311261872767563,0.4633045,0.30773044,0.3800214,0.3520431,0.28569236,0.34118727,0.28509215,0.4654561,0.3341946,0.34979525,0.43403193,0.3376688
Rob $tone - Chill Bill (feat. J. Davi$ & Spooks),107.666015625,0.09863572063310172,336,1867.3058876654695,0.4,0.6,0.24213478,-199.5307,86.720695,13.300377,19.27419,19.306763,22.233252,-10.106269,-2.784333,-4.9741,18.558035,15.718256572001732,19.975895942616436,21.03611688844234,45.90604467546636,-0.14736365561642153,-0.04126596174294811,0.14858825484060795,0.00857287595685016,0.03497378874268633,0.06179551823111127,0.3671304,0.28849712,0.29118055,0.3622932,0.4040921,0.4583528,0.5000233,0.39862338,0.45270813,0.49373794,0.585548,0.49710864
Roddy Ricch-late at night,99.38401442307692,0.0572696245848788,444,1500.8345623860398,0.1,0.6,0.14782196,-188.8584,119.56284,4.3610215,22.016737,17.779634,8.292784,2.0272164,3.8259356,2.6951509,6.0929723,16.44058725334811,20.752259765014117,20.64930756859708,45.08403636287767,-0.057935777044686006,-0.19201465600250447,-0.06278547962807683,0.04669007799032386,0.02078228258499944,0.007817236220603369,0.38146463,0.40931156,0.34515694,0.41570145,0.4233088,0.35837156,0.4543692,0.4181255,0.57841384,0.4628833,0.3983853,0.44290093
Roddy Ricch-The Box,117.45383522727273,0.08182046541066951,410,2020.0124228234306,0.1,0.6,0.22107731,-126.328865,104.405624,2.1922765,11.691553,0.21598196,-1.8337591,-8.113537,8.538919,-4.9642024,6.522304,15.077365491600473,20.037271472901118,22.216269997840172,44.50866931084869,-0.08681024629559005,0.02833799095862953,-0.010723944153700093,-0.018941544692312677,0.01481065712508643,0.013498058837119294,0.56484675,0.45052925,0.32670823,0.34491104,0.3504618,0.42489696,0.3127711,0.32800227,0.3742008,0.36130947,0.52911776,0.40248153
ROSÉ-On The Ground,95.703125,0.09142534231855581,292,2161.32585225112,0.3,0.7,0.24682552,-80.82035,89.759476,4.7060165,26.655676,9.52315,3.8307793,2.7210755,5.3263655,3.4494092,6.2720113,15.730042817452848,19.07699602716365,22.373059943627975,42.80707847514147,-0.12625909776781072,-0.07755420557624064,-0.07567687976675805,-0.04179108486148602,0.031729123934472296,0.006601491060486977,0.45731977,0.5543868,0.40442508,0.3761032,0.32704613,0.42561907,0.378243,0.33549792,0.42032653,0.36142895,0.4597326,0.40011886
Russ - Losin Control,64.599609375,0.03967361781747948,238,1267.8702479669644,0.1,0.6,0.21424435,-200.94028,119.58368,48.260254,39.279068,6.550713,4.991011,-0.9253238,0.85820067,-7.5205417,-0.7075986,18.058955892903924,22.759738065981562,22.53561327450707,39.69241156389643,-0.17599255856909413,-0.2758642522863176,-0.05308491193726732,-0.1310776331058588,0.02411515741144058,0.03402805536527156,0.34748498,0.482133,0.35847494,0.418795,0.36389047,0.49089882,0.69255733,0.41807103,0.43074507,0.36869055,0.47613543,0.37297842
Ruth B. - Lost Boy,123.046875,0.057583849953729095,509,1444.9065151493855,0.1,0.5,0.18469976,-181.83784,123.51901,1.1555578,10.115715,0.89535767,-8.434568,-9.459283,-18.649097,-9.46431,-12.389035,22.98950695578476,24.803795698488262,23.60397213141466,45.27712297907074,0.3204507816734226,0.01403322084421385,0.16252284989780455,-0.12440801282930339,-0.05936930634620559,-0.055748906998858545,0.21280041,0.16018647,0.459408,0.23330621,0.23562832,0.13094334,0.19035329,0.21554688,0.13023017,0.17404667,0.20050225,0.36579746
Ruth B.-Dandelions,78.30255681818181,0.08931496327246498,288,2339.5651588194664,0.3,0.5,0.27068454,-49.676483,85.34098,-0.020328742,12.562867,13.357226,2.2423544,5.196544,3.0545223,0.7723947,8.082331,17.16179558115505,20.55216144690439,21.25851413300426,39.130669055245576,-0.22717566587083893,-0.08742753691489874,-0.08270029498654251,-0.0496476154256679,0.02448816835736491,-0.01801716809728592,0.36367908,0.44393215,0.27286547,0.35377383,0.2664603,0.40716,0.32258943,0.32357168,0.45906192,0.33219555,0.42260122,0.28274894
"SAINt JHN, Imanbek-Roses - Imanbek Remix",123.046875,0.08344175534083496,348,2046.3565775795498,0.4,0.5,0.26257014,-89.3259,97.98254,-1.2534134,9.916566,8.340318,6.858127,-10.868332,1.0007708,6.0563173,-2.075967,16.458856618868506,18.70276952151848,21.124916212996755,41.4905076737043,-0.06923466612974936,0.06587445596183794,-0.02495758557827051,0.034857405953361946,-0.009826764623830215,-0.007177747129107258,0.47428188,0.3341974,0.29254004,0.31317878,0.2943705,0.42360058,0.29917073,0.3814605,0.53543824,0.4371621,0.5061521,0.38856158
Sam Smith - Too Good At Goodbyes,92.28515625,0.05792660659618592,375,1558.2899068905836,0.2,0.6,0.15741749,-191.73885,105.68875,12.085094,23.88031,7.1591597,8.7025585,1.025887,3.3961267,-6.6768346,5.230082,18.82794482831086,21.59027201865964,21.68956464031851,42.9270140100163,0.051681974151810424,0.2102061005453119,-0.0834913357740446,0.005295454552334825,-0.026855089366407923,-0.0020409541530579584,0.36591336,0.26999825,0.3118431,0.25526288,0.28583112,0.44407293,0.32916188,0.37848163,0.29273167,0.31197485,0.23940107,0.22135535
"Saweetie, Doja Cat-Best Friend feat Doja Cat",184.5703125,0.11459241093246895,614,2742.2358718418986,0.1,0.6,0.20269088,-106.16731,73.56038,3.9954998,17.350893,8.53411,4.782792,0.46460268,7.316009,-2.3823586,9.295491,15.89077003847378,17.829163944553837,17.132943568806574,40.29836027523088,0.06664654677869875,-0.030025202817572472,-0.025909732482359695,0.08912473339123715,0.02471057798741284,-0.014099204382419963,0.4677393,0.4056922,0.3921339,0.43920717,0.47967905,0.49390155,0.49539143,0.49696514,0.5232639,0.56264627,0.52423143,0.49487248
SAYGRACE - You Don't Own Me (feat. G-Eazy),184.5703125,0.07875880143533844,601,2087.1068897702075,0.3,0.6,0.23449379,-87.98105,92.03538,5.6250978,23.271912,-5.902942,2.4820664,4.732153,1.338613,-0.7163708,5.852245,15.480689834211175,19.383244792579873,21.89752091330699,40.520827850343025,0.048979127974240616,0.06793452927435463,0.05471321094110173,-0.008533191548581955,0.0199639598570241,-0.011144254484425747,0.34322536,0.3657781,0.44593444,0.40314767,0.3616445,0.33139595,0.360843,0.49588063,0.38975123,0.37943703,0.3630604,0.34661752
Sean Paul - No Lie,135.99917763157896,0.09226824886715576,484,2408.4679978553345,0.4,0.6,0.32287776,-27.724234,81.33054,0.12118399,16.749434,9.240607,7.209448,1.353245,0.11887876,-3.4916785,11.287084,15.164847785028728,17.89315360623822,17.84156871525623,40.032892871480755,0.09293076051411887,0.0669261466927218,-0.05271103304787559,-0.025634803356520384,-0.007415587428059104,-0.001278716597851138,0.45873925,0.34177527,0.38856822,0.3513371,0.48354426,0.3903603,0.36810637,0.44738716,0.40951657,0.54603094,0.38404992,0.37955457
Selena Gomez - Fetish (feat. Gucci Mane),123.046875,0.09590937786960514,374,2480.825330535472,0.2,0.4,0.14504643,-154.26146,81.05557,2.8055925,21.80917,2.9309266,12.652701,5.1715236,6.0951242,6.5716233,3.5114944,14.633051999896107,17.030824252887815,17.96003719176881,40.61178140508339,0.14004566016337894,0.04286517149462702,-0.06302800851676127,0.030010439666128017,-0.0015583279288377432,0.018365190732302816,0.47117537,0.41987634,0.5166692,0.4672033,0.4945997,0.36742333,0.3363606,0.40907803,0.43538052,0.5147897,0.43096107,0.47049996
Selena Gomez - Hands To Myself,112.34714673913044,0.08472327011204875,367,2060.6438122077784,0.2,0.4,0.15326333,-163.95183,89.3175,-3.3717291,17.77817,12.517436,4.9327106,8.985881,4.699103,6.4974775,13.636475,16.093746594157093,18.463398516840154,19.151477568142198,41.52730418199707,-0.01617577217707434,0.0733508354078859,0.019697113335593038,-0.005570906438271659,0.01804287965303186,-0.0015905614795018012,0.4007929,0.32595715,0.387228,0.41686785,0.3571806,0.39438984,0.3736716,0.5055454,0.37274653,0.41058174,0.4654879,0.38246104
Selena Gomez - Same Old Love,99.38401442307692,0.0798315386780536,383,1969.8969115518028,0.4,0.6,0.27814588,-80.94216,101.15712,-8.403111,8.662912,-0.85119814,4.912771,3.1265013,1.4630175,0.37756214,9.314315,16.98669801354143,19.84366699684647,20.025791652962962,42.84215426254663,0.18613262823842755,-0.08972880224915461,0.09177601393776648,0.03211360594977067,-0.003217349257562732,-0.021512890407274013,0.3452318,0.32486168,0.34596223,0.30714217,0.3820782,0.3107811,0.43070057,0.36666888,0.34052515,0.40425003,0.40795052,0.6150949
"Selena Gomez, Rauw Alejandro-Baila Conmigo with Rauw Alejandro",151.99908088235293,0.06653912802889096,459,2084.1160292621294,0.1,0.5,0.21136999,-158.3674,81.91707,10.745139,19.764818,16.160727,3.8062716,8.106982,2.2436595,-3.662841,9.471066,17.073343279226783,20.732501635461936,21.992985359168884,42.438430720290164,0.0311880199719016,0.11036510388484153,-0.08386640028587787,-0.013796681090952901,-0.01974571625406051,-0.018190883693216604,0.42637086,0.38557708,0.45871082,0.37105328,0.4734747,0.47448796,0.38922334,0.4429079,0.3688518,0.40805003,0.33038962,0.36802775
Shawn Mendes - I Know What You Did Last Summer,112.34714673913044,0.1234957362894001,415,2556.054760744839,0.1,0.2,0.107178465,-123.79629,72.58193,-9.190417,22.594284,5.8423004,8.691244,2.8643882,3.8949594,1.2624912,0.70186305,16.569913913525202,18.693211967417444,18.96244407315982,40.67492956145196,0.11927831375680494,0.05629435912368705,0.0026485712224252576,0.034846652592482596,0.007794224021893573,0.007824827396220552,0.41967136,0.3194368,0.42667332,0.3234549,0.39688504,0.28861257,0.2965697,0.38475338,0.36091024,0.47060388,0.3233819,0.39013115
Shawn Mendes - Mercy,143.5546875,0.07582707824130652,492,1946.6762429134367,0.4,0.5,0.26810357,-68.28391,103.768456,4.1107974,21.632011,6.792928,8.557913,-3.6815133,3.6133935,-0.78834254,-0.12591043,16.304338803799936,18.340142757301006,18.298685699828393,42.41140870905775,0.145417761380705,-0.04986951802346473,0.019955482284440444,0.02602694214597615,0.009149962703520283,-0.012784311890964977,0.30601406,0.39491072,0.48907468,0.35485142,0.44547495,0.3600257,0.38589358,0.30630395,0.2953632,0.35144898,0.31579077,0.41988486
Shawn Mendes - There's Nothing Holdin' Me Back,123.046875,0.08754207773697203,439,2145.378095837277,0.1,0.3,0.10579782,-160.51942,94.164055,-4.759108,19.560923,8.814661,5.753098,-2.4774618,6.2117405,-3.395846,-2.1840856,16.08998913622324,17.309258523874732,17.31263239757044,41.305590450806065,0.0855246879988716,-0.05494466415465492,-0.021328723905928704,-0.0002764651728856743,0.0060841108815658275,0.008131994833031732,0.37094054,0.42024684,0.4424673,0.38454878,0.46965733,0.3897871,0.421985,0.34142074,0.38239372,0.46939874,0.4053786,0.4279252
Shawn Mendes - Treat You Better,112.34714673913044,0.08390399693838284,470,2124.6677675517503,0.2,0.3,0.13843717,-133.45364,93.445946,11.430497,31.683893,7.937772,11.591576,-0.45072463,5.2645903,0.8943599,2.2806754,14.756651066028628,17.62509887445121,17.759321912644758,40.61037384302637,-0.05062141178531309,-0.01725597308923998,-0.04137679103683744,-0.027772026331569083,0.012158393268405492,0.0023024697549969106,0.43354493,0.52044404,0.35630205,0.3514569,0.35937527,0.47458553,0.4086922,0.39386374,0.42582542,0.37031317,0.38744712,0.3259356
"Shawn Mendes, Camila Cabello-Seorita",117.45383522727273,0.07889237003587166,383,2268.546431326783,0.2,0.6,0.24845782,-74.81483,85.233025,5.4629703,24.018578,11.357141,12.571986,-1.7948604,3.968149,2.8263857,7.457489,17.22714403641713,20.46414028042198,20.876057113491292,42.21673954539715,0.10889673886194214,0.06541298198077147,-0.02750799747174662,0.09389506563101917,0.00701760599279042,0.018518942998692316,0.48827738,0.31646547,0.32936218,0.30842537,0.41903406,0.34448397,0.31984553,0.37087885,0.34016573,0.4251024,0.35120073,0.47695342
"Shawn Mendes, Tainy-Summer of Love Shawn Mendes  Tainy",123.046875,0.10489270475590576,372,2750.1302689023846,0.2,0.6,0.23972268,-107.54971,63.435246,18.120346,14.051832,-8.2647085,2.2787786,-0.656153,2.2303157,0.09398515,4.005673,17.906291912938904,20.570529866602147,22.92836376519015,39.936812019907684,-0.06177504388733824,-0.07544622165195584,0.0933652621268124,-0.021556084461154923,-0.014559362044165525,0.01323442979846573,0.3461891,0.32372156,0.3125142,0.46120694,0.3305137,0.32475805,0.3863128,0.3333312,0.37864918,0.40850535,0.5857404,0.53330815
Sia - Cheap Thrills,89.10290948275862,0.10231035791877273,343,2218.6379494594908,0.3,0.4,0.19431587,-130.64053,73.908806,-12.207965,17.305185,4.845994,-8.329407,7.687488,-11.220915,-2.793728,2.4672582,16.486962562001903,19.877311303980175,20.206470255131045,41.281656709955314,0.036083931612541253,-0.03889353381053838,-0.02766039451695344,-0.010705682505779482,0.004044833688001444,0.010630343210913959,0.2977751,0.36189947,0.2754612,0.31443992,0.4002255,0.31050453,0.39907166,0.35262355,0.47496095,0.52244204,0.333987,0.3217658
Sia - Cheap Thrills (feat. Sean Paul),89.10290948275862,0.10231035791877273,343,2218.6379494594908,0.3,0.4,0.19431587,-130.64053,73.908806,-12.207965,17.305185,4.845994,-8.329407,7.687488,-11.220915,-2.793728,2.4672582,16.486962562001903,19.877311303980175,20.206470255131045,41.281656709955314,0.036083931612541253,-0.03889353381053838,-0.02766039451695344,-0.010705682505779482,0.004044833688001444,0.010630343210913959,0.2977751,0.36189947,0.2754612,0.31443992,0.4002255,0.31050453,0.39907166,0.35262355,0.47496095,0.52244204,0.333987,0.3217658
Sia - The Greatest (feat. Kendrick Lamar),129.19921875,0.08306151490484381,429,2336.883911883908,0.1,0.5,0.22786152,-107.53569,82.62342,6.973237,13.478383,4.7167335,6.2239957,7.0961285,-1.877413,2.3933089,3.7065659,14.352573677310085,17.883845137867254,19.145124687539163,39.08935739640206,-0.049561760907787536,0.026131268215004787,0.02328917798838448,0.018365349868821445,7.446683020181588e-05,0.006912385996022922,0.4753162,0.420933,0.5641404,0.5666084,0.42109564,0.42933172,0.3886068,0.5522177,0.4365615,0.4072123,0.4789333,0.3999142
Sia-Gimme Love,95.703125,0.07548971427222702,340,1967.298272052408,0.4,0.7,0.3725831,-34.250275,99.303696,-6.5026665,29.95324,10.336984,3.6723301,10.596796,0.17706865,4.8110137,3.7157903,14.569560061512457,18.824611728864543,19.351930283746984,42.42056229407156,-0.06518423342641591,-0.1269405283861492,0.01838836228361875,0.05288703252054076,0.007863743826451278,-0.037719989045462615,0.41962788,0.41487056,0.36699075,0.54420877,0.41822302,0.33450857,0.40879992,0.35268024,0.42382434,0.37094396,0.45868903,0.5667178
SISTAR - One More Day,129.19921875,0.08483961924195445,543,2448.913214027351,0.4,0.6,0.2841197,-56.07501,74.24381,17.080332,28.457958,3.5406318,12.631392,3.1913407,5.2087026,3.7104297,8.707441,15.198928589429938,19.310341540806682,20.933699374668,39.38789981434015,-0.06373003807606771,0.04308955138197201,-0.0019581000999023797,0.02929727410939588,-0.0016862296377901957,-0.0022819629082664245,0.49953195,0.38668397,0.35318968,0.37942508,0.3569606,0.4541731,0.34025145,0.48761484,0.5122282,0.39803666,0.45365566,0.396973
Skillet - Awake and Alive,161.4990234375,0.14230788225592803,573,2719.867077059542,0.2,0.4,0.20582312,-17.009148,72.70335,-12.362922,31.039116,0.39608723,9.354489,3.460127,6.674496,2.5418837,4.5224543,14.236542058883284,17.049560522323997,18.28983187006171,41.69725077457472,0.08399782038697555,-0.003734988664284837,0.04212153782612119,0.025986313593088513,0.00929011685257039,-0.006906189766765544,0.46641797,0.34903732,0.40714124,0.36181238,0.46599537,0.34795827,0.405997,0.47055855,0.3612586,0.42553073,0.4015849,0.5957689
Snakehips - All My Friends (feat. Tinashe & Chance the Rapper),95.703125,0.06721122495589718,335,1923.1395467501536,0.2,0.6,0.24415323,-102.03563,100.36153,7.6140237,27.139582,7.775162,10.973848,5.41509,3.6719728,2.0513597,1.2188545,15.95976260436478,19.836931302143867,19.836636930977683,40.90743491334696,0.09147363294831817,0.09384812022859453,-0.08491184836633282,0.06521578967804088,-0.005298749768292499,0.023313616836816025,0.515257,0.4255989,0.517513,0.43405762,0.50242877,0.3790741,0.29249242,0.3711006,0.31272122,0.37067783,0.31551814,0.4077983
Son Dam Bi - Crazy (feat.Eric),123.046875,0.13705618390565588,485,2653.2968367048247,0.1,0.1,0.0929848,-124.85132,74.6484,-10.311898,31.447565,1.2714604,9.326804,-5.9565706,8.971936,-4.2200046,9.411842,14.596027021932562,17.949782056790802,19.83004132246192,55.60300496908892,-0.03484428390566173,-0.06857924764524449,-0.00798835152255092,0.0317954923146884,-0.00917613888621035,0.0013555601617664893,0.3444534,0.43697807,0.3294851,0.4030675,0.3269621,0.28968614,0.42709357,0.43926987,0.5905845,0.39531553,0.3323762,0.40170616
SOPHIE - It's Okay To Cry,129.19921875,0.07979158576761199,457,2243.6226979384255,0.0,0.4,0.117937684,-208.57042,87.67535,35.985844,18.424372,-1.2977124,10.283565,5.328542,9.822048,-3.822957,16.66135,17.67046332061813,19.722225531389732,23.001637753639113,39.1994284324202,-0.20192149238124077,0.06400382231473863,0.029348025576423634,0.06641534435910806,-0.0013271987906618126,0.02509197413148412,0.41111475,0.3695645,0.37826893,0.5510306,0.38951308,0.38958585,0.3028915,0.3977825,0.51350874,0.389172,0.45208058,0.36665332
"StarBoi3, Doja Cat-Dick feat Doja Cat",129.19921875,0.07707933623631627,358,2217.1819746186857,0.2,0.8,0.28533366,-109.525536,75.822,6.051527,37.618217,15.859155,10.0346365,-3.0999973,12.838181,-8.148081,5.2081585,16.654889532972557,20.217649704737024,19.747145656757144,43.527508417052275,0.0644216515696828,0.0335619109598335,-0.033314650024741155,-0.08971422741438215,-0.02660249121862108,-0.01127194831367293,0.48955035,0.49954575,0.5625171,0.52179503,0.46720678,0.43360645,0.4340458,0.42055893,0.44975722,0.5234994,0.51177526,0.5041467
Stephen Sanchez-Until I Found You,103.359375,0.08702450860178712,281,1796.0134289645812,0.3,0.5,0.25003958,-71.15179,120.608345,-18.954437,19.048756,-0.993974,-5.5756907,-12.670403,1.8152478,-12.0943165,9.193015,16.903101562278266,20.29937986184454,20.483933230430743,49.32108624344945,-0.08787071196655272,0.17705674174247157,-0.046580708941159295,-0.15907313039928503,-0.01045722621453738,-0.0035223523920106426,0.28754276,0.22546147,0.39248192,0.32270417,0.29462805,0.4920531,0.29796097,0.25263327,0.15696701,0.33293775,0.4596285,0.2226879
SUPER JUNIOR - Lo Siento,184.5703125,0.09613951646057577,835,2453.1751108541453,0.3,0.7,0.27752435,-66.137245,80.938545,9.56064,18.058184,-0.10915776,4.7345676,-3.0261798,3.1230938,-1.1385362,4.440925,14.787330889453038,18.208351446138867,19.30285149807481,39.99524416268239,-0.01334403921835892,-0.04686860334777616,-0.024958317449379104,0.007108449595160056,0.0067717244394720376,1.1842808744761064e-05,0.39739478,0.47993454,0.39726228,0.4487273,0.4685239,0.37351772,0.4164599,0.38184035,0.4595642,0.4164826,0.36148623,0.37539175
"Surf Mesa, Emilee-ily i love you baby feat Emilee",112.34714673913044,0.07243011011495945,314,1910.1790920545398,0.1,0.4,0.17153324,-155.87148,97.14481,8.904925,34.39227,-12.178453,4.932345,-2.1499884,0.78887326,-3.2618613,0.41053358,18.18698334003249,22.703701204223695,26.25119980598485,44.279911102855685,0.08541092881508411,-0.04019790935925784,-0.028324628439303057,-0.031234963454548865,-0.008322100891841796,0.004961787499829764,0.2987551,0.36405224,0.4247021,0.296492,0.33998632,0.34282455,0.506458,0.29857248,0.3186599,0.45338956,0.34160626,0.43266773
Surfaces-Sunday Best,112.34714673913044,0.0772729565810607,320,1917.3855760777199,0.3,0.4,0.16368166,-164.34383,102.9655,3.291383,19.389444,20.611002,-4.4725647,-1.3443018,4.4672647,-5.8915234,7.24875,15.004105312079894,18.949764471134856,18.170078280824782,43.054863891113385,0.1050762455218822,0.10033772661225991,-0.01978297168227783,-0.015337166936646444,0.016461949852784565,0.004373659662049703,0.4692565,0.42986563,0.46637326,0.40566647,0.44536996,0.5057078,0.41984499,0.49014226,0.4487606,0.5228029,0.44357914,0.39223152
SZA - Love Galore (feat. Travis Scott),135.99917763157896,0.06818766994807,565,1823.7581977497696,0.1,0.3,0.124419376,-202.34479,102.23499,19.715117,24.601099,1.1400305,13.262182,2.565222,3.7435222,-0.41727346,13.949177,16.98250614772928,21.162086228414132,22.28850218283234,43.802833980756,0.06258972282249628,0.08134681274578368,-0.03343737739814101,0.08730606641481396,-0.0186655446068329,0.01450849646689042,0.45234558,0.32550853,0.38980955,0.32055444,0.43289104,0.3535113,0.33706206,0.39507794,0.30031225,0.40738118,0.34673104,0.43893185
SZA-Good Days,123.046875,0.07539013934935765,543,1764.007602322264,0.2,0.4,0.18296726,-105.149895,114.34622,-10.6682005,21.277027,-2.180221,3.7884974,-0.7541791,2.4234724,-1.849052,4.852351,15.89089671227968,19.980754567696493,21.526372439391206,44.11311667011799,-0.008014453959970877,-0.13166087935625387,-0.03155947436107316,0.07061640718111198,0.014975801265400376,-0.009980620608375193,0.27305108,0.34850833,0.25593415,0.4419273,0.4166148,0.27420393,0.33544904,0.27055147,0.43112954,0.26261377,0.2560982,0.37802795
